image_id,width,height,label,x,y,w,h
img_mosaic_1,1280.0,720.0,1.0,0.1081889093613529,0.4306704160881466,0.06278707255077608,0.06940402398212152
img_mosaic_1,1280.0,720.0,0.0,0.3405707572064979,0.2635936511060481,0.024353672665580934,0.02551090760268811
img_mosaic_1,1280.0,720.0,1.0,0.5701171358122333,0.28100718544399,0.02648058165254857,0.02339470251034482
img_mosaic_2,1280.0,720.0,1.0,0.5543096257995327,0.16552438553719315,0.0711329732350532,0.08936151096128041
img_mosaic_2,1280.0,720.0,1.0,0.8301338328725466,0.042720136110063756,0.08580550567283088,0.08544027222012751
img_mosaic_2,1280.0,720.0,2.0,0.48402824080501006,0.6367165483886962,0.07903509743012892,0.09741096389251472
img_mosaic_2,1280.0,720.0,1.0,0.9009782225880546,0.6608031445711978,0.07791563587291321,0.11430966075240363
img_mosaic_3,1280.0,720.0,0.0,0.8565264176729754,0.06310781717538087,0.06868389321983628,0.10964254679195022
img_mosaic_3,1280.0,720.0,1.0,0.15074594144945958,0.6818936838166547,0.07155720196511658,0.09419692076727865
img_mosaic_4,1280.0,720.0,1.0,0.25513327935452706,0.41223259578081967,0.05953050799319494,0.11203648563064578
img_mosaic_4,1280.0,720.0,1.0,0.10113964543850482,0.48253975471459326,0.060738044139208705,0.1132163089987157
img_mosaic_5,1280.0,720.0,2.0,0.6480309284282756,0.18623799558180282,0.190380628481901,0.1366510285322247
img_mosaic_5,1280.0,720.0,1.0,0.8945068464276252,0.6589871547505911,0.08531140245219386,0.09581405013684971
img_mosaic_5,1280.0,720.0,0.0,0.5746171812640459,0.347013851319934,0.034290859045454404,0.03745375183819964
img_mosaic_9,1280.0,720.0,1.0,0.043548444943901525,0.2534396004493135,0.0478489663158765,0.046125187756980185
img_mosaic_9,1280.0,720.0,0.0,0.6216796955035148,0.293311844246109,0.05006205981292832,0.09078271479352792
img_mosaic_9,1280.0,720.0,0.0,0.7925556849868755,0.17670130771929654,0.045849614225801597,0.05315402237168847
img_mosaic_12,1280.0,720.0,1.0,0.6463861090074015,0.4258071898120464,0.03947147774711013,0.06862503895918799
img_mosaic_12,1280.0,720.0,1.0,0.9547864617573888,0.4900019709044234,0.07379486314113255,0.06511181910954751
img_mosaic_14,1280.0,720.0,0.0,0.4760387145458745,0.12720659124133954,0.02127026324802017,0.02291097968132559
img_mosaic_14,1280.0,720.0,0.0,0.986774553095094,0.9628385613276165,0.019473384468865144,0.034185877831005955
img_mosaic_15,1280.0,720.0,1.0,0.0748383102014742,0.5965492018626838,0.062042822739542675,0.07348307962924518
img_mosaic_15,1280.0,720.0,1.0,0.03944622139793861,0.7252734498316941,0.06763153654644102,0.08906185973582575
img_mosaic_15,1280.0,720.0,0.0,0.94394745490591,0.5323812187756835,0.06412908904458234,0.0526483283806695
img_mosaic_17,1280.0,720.0,1.0,0.231676171223464,0.5387361336904307,0.12106165160698777,0.11974074630397501
img_mosaic_17,1280.0,720.0,1.0,0.984882095848697,0.0048807655489107775,0.03023580830260594,0.009761531097821555
img_mosaic_18,1280.0,720.0,1.0,0.7780402461659357,0.7640796350505721,0.055233789017842955,0.06041888486675996
img_mosaic_18,1280.0,720.0,0.0,0.8568629524712141,0.8982230672341426,0.05800783061404928,0.0884966112992655
img_mosaic_18,1280.0,720.0,0.0,0.6173618620364633,0.652938103651094,0.04276344572927719,0.06741616448239825
img_mosaic_18,1280.0,720.0,0.0,0.4040136227939326,0.5822538445336072,0.038748033360270995,0.05434140191215502
img_mosaic_19,1280.0,720.0,0.0,0.5528101389860435,0.26973660854692383,0.0782643826297471,0.09794487933738398
img_mosaic_19,1280.0,720.0,1.0,0.21880215485193014,0.7692902769256841,0.07259353296260956,0.12266254321609699
img_mosaic_19,1280.0,720.0,1.0,0.9349843775560482,0.7444528761130115,0.054943747600536594,0.054767429363897925
img_mosaic_19,1280.0,720.0,1.0,0.8669298147388145,0.860187742269121,0.03605385160550346,0.0568185474283202
img_mosaic_20,1280.0,720.0,1.0,0.2349306731551703,0.27346391888857075,0.06994206715657553,0.05959912352647218
img_mosaic_20,1280.0,720.0,1.0,0.2546750012548019,0.17238037669219358,0.05671667218947552,0.04751520294599913
img_mosaic_20,1280.0,720.0,1.0,0.21563953259258212,0.14279217515091283,0.04274249154345841,0.03926547125258869
img_mosaic_21,1280.0,720.0,2.0,0.26924935518500015,0.05949374596625976,0.09783612856579656,0.10665248116195052
img_mosaic_21,1280.0,720.0,1.0,0.0771906640132714,0.11010279802416498,0.07340551406554609,0.06323088092190758
img_mosaic_21,1280.0,720.0,1.0,0.028962949444165827,0.6274701600410413,0.057925898888331655,0.05150281124708158
img_mosaic_21,1280.0,720.0,1.0,0.9055133976475924,0.8563068406017683,0.08380791784256397,0.07814228233979274
img_mosaic_24,1280.0,720.0,1.0,0.38567479289177925,0.3213612929598433,0.04935958807808163,0.08445700537769223
img_mosaic_24,1280.0,720.0,2.0,0.256502097938624,0.848643950306198,0.08586925346519862,0.0782614704614076
img_mosaic_26,1280.0,720.0,1.0,0.9672363398266481,0.393762331896973,0.05804896121919967,0.06727045044451087
img_mosaic_26,1280.0,720.0,1.0,0.30163541589073545,0.691450670358546,0.09198844526850974,0.09051569539002671
img_mosaic_26,1280.0,720.0,1.0,0.8055698928849944,0.966008156998335,0.048007449266785567,0.04908472820100727
img_mosaic_27,1280.0,720.0,2.0,0.6851597261921288,0.34585717273895505,0.08578970277718294,0.09099335728371472
img_mosaic_27,1280.0,720.0,1.0,0.9074067946688003,0.5415989359433891,0.03200218474716484,0.025162747771154296
img_mosaic_28,1280.0,720.0,1.0,0.5499528911770212,0.6495298752234552,0.04989540435881636,0.04604975438358873
img_mosaic_28,1280.0,720.0,1.0,0.768426820885957,0.47207363914250683,0.026933312118735366,0.0481651141487409
img_mosaic_29,1280.0,720.0,1.0,0.0935299343834867,0.5874959974644346,0.05601414411917271,0.06606699103047096
img_mosaic_29,1280.0,720.0,0.0,0.6260842759558014,0.7653724135537169,0.08140946375559442,0.07535547559583028
img_mosaic_34,1280.0,720.0,1.0,0.7673599695552831,0.5728027350000057,0.083181843601567,0.09161804819375104
img_mosaic_34,1280.0,720.0,0.0,0.42171285839014916,0.5963232843614734,0.07714018219041989,0.08915340354429564
img_mosaic_36,1280.0,720.0,0.0,0.8837621588224978,0.20228535065012918,0.06608344224054293,0.08489949640459221
img_mosaic_36,1280.0,720.0,1.0,0.19115136487986115,0.6126125767469074,0.04815481864082252,0.05604839118292979
img_mosaic_36,1280.0,720.0,1.0,0.8766886392320862,0.7755485851029307,0.055756061205769925,0.05619969523707624
img_mosaic_38,1280.0,720.0,0.0,0.2651027061338212,0.360300814052953,0.06689971422319445,0.10257486434276414
img_mosaic_38,1280.0,720.0,1.0,0.7058666212227942,0.8760298282148149,0.0934995477305352,0.07534938735845387
img_mosaic_39,1280.0,720.0,0.0,0.31148885888770195,0.4660482998508462,0.024888695325299772,0.036024560024371745
img_mosaic_39,1280.0,720.0,0.0,0.31582856453321545,0.4297584865947196,0.02443586666917857,0.02841702006962805
img_mosaic_39,1280.0,720.0,1.0,0.6660741702020185,0.5344883124905575,0.0543058580543331,0.05713095579532445
img_mosaic_40,1280.0,720.0,1.0,0.09704346427695926,0.8814941661923524,0.09259934976330429,0.09050739775700917
